transaction_id,date,location_id,customer_segment,product_category,quantity,net_revenue,status
T000351,2026-07-18,L03,consumer,Category C,6,66.0,completed
T000352,2026-07-18,L03,consumer,Category C,6,108.0,completed
T000353,2026-07-18,L03,consumer,Category A,2,28.0,completed
T000354,2026-07-18,L03,business,Category D,5,75.0,completed
T000355,2026-07-18,L03,consumer,Category A,3,30.0,completed
T000356,2026-07-18,L03,consumer,Category D,5,125.0,completed
T000357,2026-07-18,L03,business,Category C,2,40.0,completed
T000358,2026-07-18,L03,consumer,Category D,5,105.0,cancelled
T000359,2026-07-18,L03,consumer,Category C,3,57.0,completed
T000360,2026-07-18,L03,consumer,Category B,6,126.0,cancelled
T000361,2026-07-18,L03,business,Category C,6,150.0,completed
T000362,2026-07-18,L03,consumer,Category D,3,66.0,completed
T000363,2026-07-18,L03,consumer,Category C,3,48.0,completed
T000364,2026-07-18,L03,consumer,Category D,1,12.0,completed
T000365,2026-07-19,L01,consumer,Category D,6,60.0,completed
T000366,2026-07-19,L01,consumer,Category C,3,63.0,completed
T000367,2026-07-19,L01,consumer,Category B,5,45.0,completed
T000368,2026-07-19,L01,consumer,Category B,2,32.0,completed
T000369,2026-07-19,L01,consumer,Category C,4,48.0,completed
T000370,2026-07-19,L01,consumer,Category A,6,66.0,completed
T000371,2026-07-19,L01,consumer,Category D,5,65.0,completed
T000372,2026-07-19,L01,consumer,Category D,5,110.0,completed
T000373,2026-07-19,L01,consumer,Category B,6,72.0,completed
T000374,2026-07-19,L01,consumer,Category A,2,26.0,completed
T000375,2026-07-19,L01,consumer,Category A,6,66.0,completed
T000376,2026-07-19,L01,consumer,Category C,5,115.0,completed
T000377,2026-07-19,L01,consumer,Category A,1,17.0,completed
T000378,2026-07-19,L01,consumer,Category A,6,150.0,completed
T000379,2026-07-19,L01,business,Category D,2,22.0,completed
T000380,2026-07-19,L01,business,Category C,3,63.0,completed
T000381,2026-07-19,L01,consumer,Category C,2,48.0,completed
T000382,2026-07-19,L01,consumer,Category C,4,84.0,completed
T000383,2026-07-19,L01,consumer,Category C,4,52.0,completed
T000384,2026-07-19,L01,consumer,Category D,4,48.0,completed
T000385,2026-07-19,L01,consumer,Category A,2,16.0,cancelled
T000386,2026-07-19,L02,consumer,Category B,5,55.0,completed
T000387,2026-07-19,L02,consumer,Category D,6,114.0,completed
T000388,2026-07-19,L02,business,Category C,6,150.0,completed
T000389,2026-07-19,L02,consumer,Category A,4,100.0,completed
T000390,2026-07-19,L02,consumer,Category B,4,88.0,completed
T000391,2026-07-19,L02,consumer,Category C,4,72.0,completed
T000392,2026-07-19,L02,consumer,Category D,4,56.0,completed
T000393,2026-07-19,L02,consumer,Category D,5,55.0,completed
T000394,2026-07-19,L02,consumer,Category A,6,108.0,completed
T000395,2026-07-19,L02,consumer,Category D,6,54.0,completed
T000396,2026-07-19,L02,consumer,Category B,4,56.0,completed
T000397,2026-07-19,L02,consumer,Category D,4,56.0,completed
T000398,2026-07-19,L02,consumer,Category A,1,15.0,completed
T000399,2026-07-19,L02,consumer,Category C,4,88.0,completed
T000400,2026-07-19,L02,consumer,Category B,1,24.0,completed
T000401,2026-07-19,L02,consumer,Category C,6,150.0,completed
T000402,2026-07-19,L02,consumer,Category D,3,36.0,completed
T000403,2026-07-19,L02,business,Category A,3,57.0,completed
T000404,2026-07-19,L02,business,Category B,1,17.0,completed
T000405,2026-07-19,L03,consumer,Category B,6,90.0,completed
T000406,2026-07-19,L03,consumer,Category C,6,54.0,completed
T000407,2026-07-19,L03,consumer,Category A,5,120.0,completed
T000408,2026-07-19,L03,business,Category A,5,70.0,completed
T000409,2026-07-19,L03,consumer,Category A,1,19.0,completed
T000410,2026-07-19,L03,consumer,Category A,5,45.0,cancelled
T000411,2026-07-19,L03,consumer,Category A,3,69.0,completed
T000412,2026-07-19,L03,consumer,Category A,3,48.0,completed
T000413,2026-07-19,L03,business,Category B,2,18.0,completed
T000414,2026-07-19,L03,consumer,Category C,5,90.0,completed
T000415,2026-07-19,L03,business,Category B,3,75.0,completed
T000416,2026-07-19,L03,business,Category A,5,85.0,completed
T000417,2026-07-19,L03,consumer,Category D,1,23.0,completed
T000418,2026-07-19,L03,consumer,Category A,5,115.0,completed
T000419,2026-07-19,L03,consumer,Category D,6,126.0,completed
T000420,2026-07-19,L03,consumer,Category A,4,64.0,completed
T000421,2026-07-20,L01,consumer,Category A,3,48.0,completed
T000422,2026-07-20,L01,consumer,Category D,4,100.0,completed
T000423,2026-07-20,L01,business,Category A,6,90.0,completed
T000424,2026-07-20,L01,consumer,Category A,4,40.0,completed
T000425,2026-07-20,L01,business,Category A,3,24.0,completed
T000426,2026-07-20,L01,consumer,Category C,5,80.0,completed
T000427,2026-07-20,L01,consumer,Category B,3,72.0,completed
T000428,2026-07-20,L01,consumer,Category D,1,16.0,completed
T000429,2026-07-20,L01,consumer,Category C,2,46.0,completed
T000430,2026-07-20,L01,business,Category C,5,85.0,completed
T000431,2026-07-20,L01,consumer,Category A,5,120.0,completed
T000432,2026-07-20,L01,consumer,Category C,3,36.0,completed
T000433,2026-07-20,L01,consumer,Category A,5,45.0,completed
T000434,2026-07-20,L01,consumer,Category C,1,12.0,completed
T000435,2026-07-20,L01,consumer,Category A,4,52.0,completed
T000436,2026-07-20,L01,consumer,Category C,5,80.0,cancelled
T000437,2026-07-20,L01,consumer,Category A,5,70.0,completed
T000438,2026-07-20,L01,consumer,Category C,5,55.0,completed
T000439,2026-07-20,L01,business,Category D,4,84.0,completed
T000440,2026-07-20,L01,business,Category B,4,44.0,completed
T000441,2026-07-20,L01,consumer,Category D,4,100.0,completed
T000442,2026-07-20,L02,consumer,Category A,4,80.0,completed
T000443,2026-07-20,L02,consumer,Category B,6,126.0,completed
T000444,2026-07-20,L02,consumer,Category D,4,64.0,completed
T000445,2026-07-20,L02,consumer,Category B,1,12.0,completed
T000446,2026-07-20,L02,business,Category A,4,80.0,completed
T000447,2026-07-20,L02,consumer,Category C,6,108.0,completed
T000448,2026-07-20,L02,consumer,Category A,3,66.0,completed
T000449,2026-07-20,L02,business,Category B,6,84.0,completed
T000450,2026-07-20,L02,consumer,Category A,2,24.0,completed
T000451,2026-07-20,L02,consumer,Category D,2,50.0,completed
T000452,2026-07-20,L02,business,Category B,2,32.0,completed
T000453,2026-07-20,L02,consumer,Category A,2,36.0,completed
